compound_form,compound_form_normalized,PhoneticVersion_Compound,reading_status,reading_source,nested_in_forms,component_reading_inferred
|RAB.HI×BAD|,RAB.HI×BAD,dim₁₀,ATTESTED_DIRECT,OSL,,rab-du15
|RAB.MAH|,RAB.MAH,gušurₓ|ŋušurₓ,ATTESTED_DIRECT,OSL,,rab-al6
|RAB.TUR.TUR|,RAB.TUR.TUR,gušurₓ|ŋušurₓ,ATTESTED_DIRECT,OSL,,rab-ban3-ban3
|RU.NE|,RU.NE,rimₓ,ATTESTED_DIRECT,OSL,,gešba-bar7
|RU×KUR|,RU×KUR,,NESTED_IN_LONGER_FORM,,SU.RU×KUR,gešba-amma
|SA.HI×ŠE.KAK|,SA.HI×ŠE.KAK,ellandu,ATTESTED_DIRECT,OSL,,gid3-bir-ban4
|SA.NI|,SA.NI,,NO_ATTESTED_READING,,,gid3-be3
|SA.SUD|,SA.SUD,,NO_ATTESTED_READING,,,gid3-sar4
|SAG.AN|,SAG.AN,tirigi?,ATTESTED_DIRECT,OSL,,dul7-/dimer/
|SAG.DUN₃|,SAG.DUN3,šasuk,ATTESTED_DIRECT,OSL,,dul7-du5
|SAG.DU|,SAG.DU,%akk/n muhhuₓ,ATTESTED_DIRECT,OSL,,dul7-aragub
|SAG.HUB₂.DU|,SAG.HUB2.DU,saragaₓ,ATTESTED_DIRECT,OSL,,dul7-dux(hub2)-aragub
|SAG.KEŠ₂|,SAG.KEŠ2,,NO_ATTESTED_READING,,,dul7-gir11
|SAG.LAL.SAL|,SAG.LAL.SAL,ballaₓ,ATTESTED_DIRECT,OSL,,dul7-la2-f
|SAG.NI|,SAG.NI,,NO_ATTESTED_READING,,,dul7-be3
|SAG.PA.LAGAB|,SAG.PA.LAGAB,zarah,ATTESTED_DIRECT,OSL,,dul7-addirx(pa)-ella2
|SAG.SAL|,SAG.SAL,eru₂|erum₂|igiraₓ,ATTESTED_DIRECT,OSL,,dul7-f
|SAG.U|,SAG.U,saŋšu,ATTESTED_DIRECT,OSL,,dul7-1u
|SAG.ŠU₂|,SAG.ŠU2,saŋšu,ATTESTED_DIRECT,OSL,,dul7-ešša2
|SAG@g×AŠ@t|,SAG@g×AŠ@t,,NO_ATTESTED_READING,,,dilx(sag@g)-1(aš@t)
|SAG@g×MIN|,SAG@g×MIN,,NO_ATTESTED_READING,,,dilx(sag@g)-menx(min)
|SAG×GAN₂@t|,SAG×GAN2@t,,NO_ATTESTED_READING,,,dul7-gan2@t
|SAG×GAR|,SAG×GAR,,NO_ATTESTED_READING,,,dul7-ga4
|SAG×IGI|,SAG×IGI,,NO_ATTESTED_READING,,,dul7-bad5
|SAG×IG|,SAG×IG,,NO_ATTESTED_READING,,,dul7-/mal/
|SAG×KAK.GABA|,SAG×KAK.GABA,xₓ,ATTESTED_DIRECT,OSL,,muh2-du8
|SAG×KU|,SAG×KU,,NESTED_IN_LONGER_FORM,,SAG×KUR,dul7-be5
|SAG×LAM|,SAG×LAM,,NO_ATTESTED_READING,,,dul7-ešx(lam)
|SAG×MAŠ|,SAG×MAŠ,,NO_ATTESTED_READING,,,dul7-ba7
|SAG×MIN|,SAG×MIN,,NO_ATTESTED_READING,,,dul7-menx(min)
|SAG×NI.BU|,SAG×NI.BU,azadₓ,ATTESTED_DIRECT,OSL,,
|SAG×NI.ME|,SAG×NI.ME,azadₓ,ATTESTED_DIRECT,OSL,,
|SAG×NI|,SAG×NI,azadₓ|uguₓ,ATTESTED_DIRECT,OSL,,dul7-be3
|SAG×PAP|,SAG×PAP,,NO_ATTESTED_READING,,,dul7-aha3
|SAG×SAR|,SAG×SAR,,NO_ATTESTED_READING,,,dul7-kiri6
|SAG×U|,SAG×U,saŋšu,ATTESTED_DIRECT,OSL,,dul7-1u
|SAG×ZA|,SAG×ZA,,NO_ATTESTED_READING,,,dul7-sa3
|SAG×ŠU|,SAG×ŠU,,NO_ATTESTED_READING,,,dul7-kat7
|SAL.AL|,SAL.AL,eme₇|sukkal₃,ATTESTED_DIRECT,OSL,,f-al
|SAL.ANŠE|,SAL.ANŠE,eme₃,ATTESTED_DIRECT,OSL,,f-anše
|SAL.AŠ₂.GAR₃|,SAL.AŠ2.GAR3,{munus}aš₂-gar₃,ATTESTED_DIRECT,OSL,,f-as2-gar3
|SAL.AŠ₂|,SAL.AŠ2,,NESTED_IN_LONGER_FORM,,SAL.AŠ2.GAR3,f-as2
|SAL.BAR|,SAL.BAR,rak₀,ATTESTED_DIRECT,OSL,,f-ba15
|SAL.DI.UŠ|,SAL.DI.UŠ,,NO_ATTESTED_READING,,,f-de-geš3
|SAL.EN|,SAL.EN,emeₓ,ATTESTED_DIRECT,OSL,,f-adx(en)
|SAL.EŠ₂|,SAL.EŠ2,ege₂|eger₃|egi₂|egir₃|ninₓ,ATTESTED_DIRECT,OSL,,f-ege
|SAL.GA₂×PA|,SAL.GA2×PA,kir₁₁|mirₓ,ATTESTED_DIRECT,OSL,,f-era4
|SAL.GIŠ|,SAL.GIŠ,alₓ|rig₃|udug₂,ATTESTED_DIRECT,OSL,,f-es
|SAL.HU.BA|,SAL.HU.BA,lagarₓ,ATTESTED_DIRECT,OSL,,f-'u5-ba
|SAL.HUB₂.AL|,SAL.HUB2.AL,,NO_ATTESTED_READING,,,f-dux(hub2)-al
|SAL.HUB₂.DU|,SAL.HUB2.DU,,NO_ATTESTED_READING,,,f-dux(hub2)-aragub
|SAL.HUB₂×UD|,SAL.HUB2×UD,garinₓ,ATTESTED_DIRECT,OSL,,f-hub
|SAL.KAB|,SAL.KAB,emerahₓ|nigₓ,ATTESTED_DIRECT,OSL,,f-gab2
|SAL.KUŠU₂|,SAL.KUŠU2,kušₓ|kušuₓ|kuyaₓ,ATTESTED_DIRECT,OSL,,f-kuš9
|SAL.LAGAB|,SAL.LAGAB,emeziₓ|murubₓ,ATTESTED_DIRECT,OSL,,f-ella2
|SAL.LAGAB×(GUD&GUD)|,SAL.LAGAB×(GUD&GUD),kirₓ,ATTESTED_DIRECT,OSL,,f-dibx(
|SAL.LA|,SAL.LA,gal₄-la|gala₂|galla₂|kala₂,ATTESTED_DIRECT,OSL,,f-la
|SAL.MA|,SAL.MA,mam₃|mim-ma|mim₄,ATTESTED_DIRECT,OSL,,f-ma
|SAL.ME.HUB₂|,SAL.ME.HUB2,lagarₓ,ATTESTED_DIRECT,OSL,,f-ba13-dux(hub2)
|SAL.NUNUZ.ZI.AN.ŠEŠ.KI|,SAL.NUNUZ.ZI.AN.ŠEŠ.KI,zirruₓ,ATTESTED_DIRECT,OSL,,f-nunu-se2-/dimer/-ah2-ammax(ki)
|SAL.SAL.DAM|,SAL.SAL.DAM,murumₓ,ATTESTED_DIRECT,OSL,,f-f-da4
|SAL.SIK₂|,SAL.SIK2,nin₁₀,ATTESTED_DIRECT,OSL,,f-seg2
|SAL.TAB.KUN|,SAL.TAB.KUN,megidaₓ?,ATTESTED_DIRECT,OSL,,f-dab2-...nunnam...
|SAL.TAK₄|,SAL.TAK4,kid₈,ATTESTED_DIRECT,OSL,,f-azad2
|SAL.TUG₂.BAHAR₂|,SAL.TUG2.BAHAR2,aruruₓ,ATTESTED_DIRECT,OSL,,nin-/allura/
|SAL.TUG₂.IGI@g.NUN.ME.EZEN×KASKAL|,SAL.TUG2.IGI@g.NUN.ME.EZEN×KASKAL,,NO_ATTESTED_READING,,,nin-agar4-...ri-ba13-asilax(
|SAL.TUG₂.IN.DUB|,SAL.TUG2.IN.DUB,,NO_ATTESTED_READING,,,nin-en6-dab4
|SAL.TUG₂.KU₃.GI|,SAL.TUG2.KU3.GI,šalaš,ATTESTED_DIRECT,OSL,,nin-ku3-ešša3
|SAL.TUG₂.ME.DAG.X|,SAL.TUG2.ME.DAG.X,,NO_ATTESTED_READING,,,
|SAL.TUG₂.PAP.E.IGI@g.NUN.ME.EZEN×KASKAL|,SAL.TUG2.PAP.E.IGI@g.NUN.ME.EZEN×KASKAL,nenkumₓ|ninkumₓ,ATTESTED_DIRECT,OSL,,nin-aha3-e-agar4-...ri-ba13-asilax(
|SAL.TUG₂.PAP.IGI@g.ME.EZEN×KASKAL|,SAL.TUG2.PAP.IGI@g.ME.EZEN×KASKAL,,NO_ATTESTED_READING,,,nin-aha3-agar4-ba13-asilax(
|SAL.TUG₂.PAP.IGI@g.NUN.EZEN×KASKAL|,SAL.TUG2.PAP.IGI@g.NUN.EZEN×KASKAL,|SAL.TUG₂.PAP.IGI@g.NUN.EZEN×KASKAL|,ATTESTED_DIRECT,DIRI,,nin-aha3-agar4-...ri-asilax(
|SAL.TUK.DU|,SAL.TUK.DU,rigₓ,ATTESTED_DIRECT,OSL,,f-du12-aragub
|SAL.TUK|,SAL.TUK,dilmun@v|dilmunₓ,ATTESTED_DIRECT,OSL,,f-du12
|SAL.U.DIŠ|,SAL.U.DIŠ,kušuₓ,ATTESTED_DIRECT,OSL,,f-1u-anₓ
|SAL.UD.EDIN|,SAL.UD.EDIN,muru₅|murub₅|murum₅,ATTESTED_DIRECT,OSL,,f-a12-bilx(edin)
|SAL.UD|,SAL.UD,eribₓ,ATTESTED_DIRECT,OSL,,f-a12
|SAL.UR|,SAL.UR,nig|niŋ|nik|niq,ATTESTED_DIRECT,OSL,,f-a8
|SAL.UŠ.DI.DAM|,SAL.UŠ.DI.DAM,,NO_ATTESTED_READING,,,f-geš3-de-da4
|SAL.UŠ.DI.E₂|,SAL.UŠ.DI.E2,gaiₓ,ATTESTED_DIRECT,OSL,,f-geš3-de-'a3
|SAL.UŠ.DI.KID|,SAL.UŠ.DI.KID,gaiₓ|gambi,ATTESTED_DIRECT,OSL,,f-geš3-de-buru6
|SAL.UŠ.E₂.DI|,SAL.UŠ.E2.DI,gambi,ATTESTED_DIRECT,OSL,,f-geš3-'a3-de
|SAL.UŠ.KID|,SAL.UŠ.KID,gambi,ATTESTED_DIRECT,OSL,,f-geš3-buru6
|SAL.UŠ.KI|,SAL.UŠ.KI,gambiₓ,ATTESTED_DIRECT,OSL,,f-geš3-ammax(ki)
|SAL.UŠ|,SAL.UŠ,gidlam₄|gišₓ|gitlam₄|ŋešdan₄|ŋešdana₄|ŋeštan₄|ŋeštana₄|ŋidlam₄|karkidₓ|mussaₓ|nidalam₄|nidlam₄|nigirsiₓ|niŋirsiₓ|nintah₃|nita₃|nitadam₄|nitah₃|nitalam₄|nitlam₄,ATTESTED_DIRECT,OSL,,f-geš3
|SAL.X|,SAL.X,emeₓ,ATTESTED_DIRECT,OSL,,
|SAL×KUR|,SAL×KUR,,NO_ATTESTED_READING,,,f-amma
|SAL×LAGAR|,SAL×LAGAR,,NO_ATTESTED_READING,,,f-lagal
|SANGA₂.MAH|,SANGA2.MAH,dungaₓ,ATTESTED_DIRECT,OSL,,sanga2-al6
|SAR&SAR|,SAR&SAR,,NO_ATTESTED_READING,,,kiri6-kiri6
|SAR.SAR|,SAR.SAR,sarsa,ATTESTED_DIRECT,OSL,,kiri6-kiri6
|SAR×U₂|,SAR×U2,,NO_ATTESTED_READING,,,kiri6-ba6
|SAR×ZIZ₂|,SAR×ZIZ2,,NO_ATTESTED_READING,,,kiri6-ziz2
|SI.A.BUR₂|,SI.A.BUR2,sabu,ATTESTED_DIRECT,OSL,,hux(si)-'u4-bal2
|SI.A.GAR.X|,SI.A.GAR.X,addirₓ,ATTESTED_DIRECT,OSL,,
|SI.A.PAD.GISAL|,SI.A.PAD.GISAL,,NO_ATTESTED_READING,,,hux(si)-'u4-bad2-gisal
|SI.GIŠ.PAD.DUG|,SI.GIŠ.PAD.DUG,ADDIRX(|SI.GIŠ.PAD.DUG|)|SI.GIŠ.PAD.DUG|addirx(|SI.GIŠ.PAD.DUG|),ATTESTED_DIRECT,SYLLABARY_CM,,hux(si)-es-bad2-dug
|SI.GUD.AŠ|,SI.GUD.AŠ,SI.GUD.AŠ,ATTESTED_DIRECT,SYLLABARY_CM,,hux(si)-alap-1aš
|SI.GUD|,SI.GUD,SI.GUD,ATTESTED_DIRECT,SYLLABARY_CM,,hux(si)-alap
|SI.GUD×AŠ|,SI.GUD×AŠ,SI.GUD×AŠ,ATTESTED_DIRECT,SYLLABARY_CM,,
|SI@g.A|,SI@g.A,su₉,ATTESTED_DIRECT,OSL,,gunux(si@g)-'u4
|SIG.MU.BU|,SIG.MU.BU,mudraₓ|munzerₓ,ATTESTED_DIRECT,OSL,,big-gu10-bu
|SIG₄%SIG₄.ŠU₂|,SIG4%SIG4.ŠU2,,NO_ATTESTED_READING,,,
|SIG₄.ANŠE|,SIG4.ANŠE,amaraₓ,ATTESTED_DIRECT,OSL,,bar5-anše
|SIG₄.IDIM|,SIG4.IDIM,banda₅|uru₉|urumₓ?,ATTESTED_DIRECT,OSL,,bar5-ari2
|SIG₄.SIG₄.ŠU₂|,SIG4.SIG4.ŠU2,lahhušuₓ,ATTESTED_DIRECT,OSL,,bar5-bar5-ešša2
|SIK₂.BU|,SIK2.BU,zulumhi⁻,ATTESTED_DIRECT,OSL,,seg2-seg2-bu-bu
|SIK₂.E|,SIK2.E,,NO_ATTESTED_READING,,,seg2-e
|SIK₂.HI×(NUN.ME)|,SIK2.HI×(NUN.ME),,NO_ATTESTED_READING,,,
|SIK₂.HI×(NUN.ME.U)|,SIK2.HI×(NUN.ME.U),,NO_ATTESTED_READING,,,
|SIK₂.HI×NUN.AŠ.U|,SIK2.HI×NUN.AŠ.U,guruₓ,ATTESTED_DIRECT,OSL,,seg2-a'2-1aš-1u
|SIK₂.LAM.HI×NUN.ME.GAM|,SIK2.LAM.HI×NUN.ME.GAM,guru₇,ATTESTED_DIRECT,OSL,,seg2-ešx(lam)-a'2-ba13-ar5
|SIK₂.LAM.HI×NUN.ME.U|,SIK2.LAM.HI×NUN.ME.U,,NO_ATTESTED_READING,,,seg2-ešx(lam)-a'2-ba13-1u
|SIK₂.LAM.SUHUR|,SIK2.LAM.SUHUR,aš₅|munsub₂|munšub₂|musub₂|muzer?|muzir?,ATTESTED_DIRECT,OSL,,seg2-ešx(lam)-suh2
|SIK₂.LAM|,SIK2.LAM,adkin|aš₆|sikin|šikin₃|šušuₓ|udkinₓ,ATTESTED_DIRECT,OGSL,,seg2-ešx(lam)
|SIK₂.MU.BU|,SIK2.MU.BU,sagmunzer|sagmunzir,ATTESTED_DIRECT,OSL,,seg2-gu10-bu
|SIK₂.NUN.ME.U|,SIK2.NUN.ME.U,,NO_ATTESTED_READING,,,seg2-...ri-ba13-1u
|SIK₂.NUN|,SIK2.NUN,irinaₓ,ATTESTED_DIRECT,OSL,,seg2-...ri
|SIK₂.PA.IB|,SIK2.PA.IB,hamanzerₓ|hamanzirₓ|humunzerₓ,ATTESTED_DIRECT,OSL,,seg2-addirx(pa)-arkabx(ib)
|SIK₂.SAG.PA.IB|,SIK2.SAG.PA.IB,hamanzerₓ,ATTESTED_DIRECT,OSL,,seg2-dul7-addirx(pa)-arkabx(ib)
|SIK₂.SUHUR|,SIK2.SUHUR,munsubₓ,ATTESTED_DIRECT,OSL,,seg2-seg2-suh2-suh2
|SIK₂×NUN|,SIK2×NUN,SIK2×NUN,ATTESTED_DIRECT,SYLLABARY_CM,,seg2-...ri
|SILA₃.GABA.A|,SILA3.GABA.A,šagia,ATTESTED_DIRECT,OSL,,ga5-du8-'u4
|SILA₃.GABA|,SILA3.GABA,sagiₓ|šagia,ATTESTED_DIRECT,OSL,,ga5-du8
|SILA₃.ŠU.GABA.A|,SILA3.ŠU.GABA.A,sagiaₓ|šagia,ATTESTED_DIRECT,OSL,,ga5-kat7-du8-'u4
|SILA₃.ŠU|,SILA3.ŠU,šagia,ATTESTED_DIRECT,OSL,,ga5-kat7
|SILA₃×ŠE|,SILA3×ŠE,,NO_ATTESTED_READING,,,ga5-ašnan2
|SU&SU.A|,SU&SU.A,e₆-a,ATTESTED_DIRECT,OSL,,e₆-'u4
|SU&SU.SAR|,SU&SU.SAR,luₓ,ATTESTED_DIRECT,OSL,,e₆-kiri6
|SU.EDIN|,SU.EDIN,suburₓ,ATTESTED_DIRECT,OSL,,guš-bilx(edin)
|SU.GAN|,SU.GAN,duganₓ,ATTESTED_DIRECT,OSL,,guš-gam4
|SU.KI.LU.EŠ₂.KI|,SU.KI.LU.EŠ2.KI,SU.KI.LU.EŠ2.KI|UGNIMX(|SU.KI.LU.EŠ2.KI|)|ugnimx(|SU.KI.LU.EŠ2.KI|),ATTESTED_DIRECT,SYLLABARY_CM,,guš-ammax(ki)-eze-ege-ammax(ki)
|SU.KUR|,SU.KUR,sudₓ,ATTESTED_DIRECT,OSL,,guš-amma
|SU.LAM.KUR.RU|,SU.LAM.KUR.RU,šuruppakₓ,ATTESTED_DIRECT,OSL,,guš-ešx(lam)-amma-gešba
|SU.LU.EŠ₂.KI.GAR.RA|,SU.LU.EŠ2.KI.GAR.RA,,NO_ATTESTED_READING,,,guš-eze-ege-ammax(ki)-ga4-ra
|SU.LU.EŠ₂.KI.GAR|,SU.LU.EŠ2.KI.GAR,,NO_ATTESTED_READING,,,guš-eze-ege-ammax(ki)-ga4
|SU.LU.EŠ₂|,SU.LU.EŠ2,,NESTED_IN_LONGER_FORM,,KI.SU.LU.EŠ2.GAR; KI.SU.LU.EŠ2.GAR.RA,guš-eze-ege
|SU.LU.ŠU.KI.GAR|,SU.LU.ŠU.KI.GAR,,NO_ATTESTED_READING,,,guš-eze-kat7-ammax(ki)-ga4
|SU.PIRIG|,SU.PIRIG,,NO_ATTESTED_READING,,,guš-ne3
|SU.RU×KUR|,SU.RU×KUR,sudₓ|šuruppakₓ,ATTESTED_DIRECT,OSL,,
|SU.SU.LU.LU.EŠ₂.EŠ₂|,SU.SU.LU.LU.EŠ2.EŠ2,,NO_ATTESTED_READING,,,guš-guš-eze-eze-ege-ege
|SUD&SUD.AB|,SUD&SUD.AB,,NO_ATTESTED_READING,,,
|SUD.NU.NUN.EŠ₂|,SUD.NU.NUN.EŠ2,samanₓ,ATTESTED_DIRECT,OSL,,sar4-la3-...ri-ege
|SUD.NUN.EŠ₂.TU|,SUD.NUN.EŠ2.TU,samanₓ,ATTESTED_DIRECT,OSL,,sar4-...ri-ege-du2
|SUD.NUN.ŠE.EŠ₂|,SUD.NUN.ŠE.EŠ2,samanₓ,ATTESTED_DIRECT,OSL,,sar4-...ri-ašnan2-ege
|SUD.PA.EL|,SUD.PA.EL,sugₓ,ATTESTED_DIRECT,OSL,,sar4-addirx(pa)-el
|SUD.ŠE.NUN.EŠ₂|,SUD.ŠE.NUN.EŠ2,,NO_ATTESTED_READING,,,sar4-ašnan2-...ri-ege
|SUMAŠ.MAŠ|,SUMAŠ.MAŠ,ušbarₓ,ATTESTED_DIRECT,OSL,,sumaš-ba7
|SUMAŠ.ME|,SUMAŠ.ME,gudu₁₁|gudug₂|luhšaₓ,ATTESTED_DIRECT,OSL,,sumaš-ba13
|SUM×DIŠ|,SUM×DIŠ,,NO_ATTESTED_READING,,,/zeĝ/-anₓ
|SU×A|,SU×A,,NO_ATTESTED_READING,,,guš-'u4
|SU×KUR.RU|,SU×KUR.RU,sudₓ,ATTESTED_DIRECT,OSL,,
|SU×KUR|,SU×KUR,,NO_ATTESTED_READING,,,guš-amma
|SU×U@c|,SU×U@c,,NO_ATTESTED_READING,,,guš-1u
|TAB&TAB|,TAB&TAB,limₓ|limmuₓ,ATTESTED_DIRECT,OSL,,dab2-dab2
|TAB+ERIN₂×(U.U.U)|,TAB+ERIN2×(U.U.U),,NO_ATTESTED_READING,,,
|TAB.GAR.ŠE|,TAB.GAR.ŠE,garadinₓ,ATTESTED_DIRECT,OSL,,dab2-ga4-ašnan2
|TAB.KUN|,TAB.KUN,megida₂|megidda₂,ATTESTED_DIRECT,OSL,,dab2-...nunnam...
|TAB.PI|,TAB.PI,geštuₓ,ATTESTED_DIRECT,OSL,,dab2-a3
|TAB.TAB.AŠ|,TAB.TAB.AŠ,ia₇,ATTESTED_DIRECT,OSL,,dab2-dab2-1aš
|TAB.TAB.TAB.AŠ|,TAB.TAB.TAB.AŠ,imin₂|imina₂|umun₈,ATTESTED_DIRECT,OSL,,dab2-dab2-dab2-1aš
|TAB.TAB.TAB.TAB.AŠ|,TAB.TAB.TAB.TAB.AŠ,ilimmu₂,ATTESTED_DIRECT,OSL,,dab2-dab2-dab2-dab2-1aš
|TAB.TAB.TAB.TAB|,TAB.TAB.TAB.TAB,ussa₂|ussu₂,ATTESTED_DIRECT,OSL,,dab2-dab2-dab2-dab2
|TAB.TAB.TAB|,TAB.TAB.TAB,aš₄,ATTESTED_DIRECT,OSL,,dab2-dab2-dab2
|TAB.TI|,TAB.TI,megida|megidda,ATTESTED_DIRECT,OSL,,dab2-de9
|TAG.GAM.ME|,TAG.GAM.ME,šumgamme,ATTESTED_DIRECT,OSL,,da6-ar5-ba13
|TAG.LU|,TAG.LU,,NO_ATTESTED_READING,,,da6-eze
|TAG.TAG|,TAG.TAG,ziz₅,ATTESTED_DIRECT,OSL,,da6-da6
|TAG.UD|,TAG.UD,,NO_ATTESTED_READING,,,da6-a12
|TAG.ŠU|,TAG.ŠU,,NO_ATTESTED_READING,,,da6-kat7
|TAG×KU|,TAG×KU,TAG×KU|UD4|UT4|UTTUX(|TAG×KU|)|ud4|ut4|uttux(|TAG×KU|),ATTESTED_DIRECT,SYLLABARY_CM,,da6-be5
|TAK₄.ALAN|,TAK4.ALAN,alanₓ|zermuškuₓ,ATTESTED_DIRECT,OSL,,azad2-al2
|TAK₄.IM|,TAK4.IM,kidₓ,ATTESTED_DIRECT,OSL,,azad2-adad
|TAK₄.SILA₃.GABA|,TAK4.SILA3.GABA,šagia,ATTESTED_DIRECT,OSL,,azad2-ga5-du8
|TAK₄.TAK₄|,TAK4.TAK4,dadda|tatge,ATTESTED_DIRECT,OSL,,azad2-azad2
|TAR.A.DU|,TAR.A.DU,,NO_ATTESTED_READING,,,dar6-'u4-aragub
|TAR.TAR|,TAR.TAR,,NO_ATTESTED_READING,,,dar6-dar6
|TA×GAR|,TA×GAR,lungaₓ,ATTESTED_DIRECT,OSL,,da2-ga4
|TA×IGI@g|,TA×IGI@g,sukudₓ,ATTESTED_DIRECT,OSL,,da2-da2-agar4-agar4
|TA×IR|,TA×IR,gansis,ATTESTED_DIRECT,OSL,,da2-er
|TA×KASKAL|,TA×KASKAL,,NO_ATTESTED_READING,,,da2-bu2
|TA×KUR|,TA×KUR,,NO_ATTESTED_READING,,,da2-amma
|TA×U|,TA×U,,NO_ATTESTED_READING,,,da2-1u
|TA×ŠE|,TA×ŠE,sukudₓ,ATTESTED_DIRECT,OGSL,,da2-ašnan2
|TE&TE|,TE&TE,,NO_ATTESTED_READING,,,de4-de4
|TE.A.MUŠ|,TE.A.MUŠ,,NO_ATTESTED_READING,,,de4-'u4-imdudu
|TE.AB@g|,TE.AB@g,unₓ|unu₂|unug₂,ATTESTED_DIRECT,OSL,,de4-ab4
|TE.A|,TE.A,gar₁₄|ka₁₁|kar|kara|kir₈|qar₂|unuₓ,ATTESTED_DIRECT,OSL,,de4-'u4
|TE.LAL|,TE.LAL,gal₅-la|galla|galu|gulla|ŋulla|mullaₓ,ATTESTED_DIRECT,OSL,,de4-la2
|TE.ME|,TE.ME,mete,ATTESTED_DIRECT,OSL,,de4-ba13
|TE.MUŠ₃|,TE.MUŠ3,unuₓ,ATTESTED_DIRECT,OSL,,de4-ennin
|TE@g.AB@g|,TE@g.AB@g,unu₇|unug₄,ATTESTED_DIRECT,OSL,,gar13-ab4
|TIL×AŠ|,TIL×AŠ,,NO_ATTESTED_READING,,,sumun-1aš
|TU&TU|,TU&TU,,NO_ATTESTED_READING,,,du2-du2
|TU.GABA.LIŠ|,TU.GABA.LIŠ,asalₓ,ATTESTED_DIRECT,OSL,,du2-du8-del₂
|TU.NUN&NUN.LIŠ.A|,TU.NUN&NUN.LIŠ.A,asalₓ,ATTESTED_DIRECT,OSL,,du2-lurₓ-del₂-'u4
|TUG₂.BU.TUG₂.TU|,TUG2.BU.TUG2.TU,samanₓ,ATTESTED_DIRECT,OSL,,azalag2-bu-azalag2-du2
|TUG₂.DU@s|,TUG2.DU@s,tugir,ATTESTED_DIRECT,OSL,,azalag2-barim
|TUG₂.NAM.LUGAL|,TUG2.NAM.LUGAL,,NO_ATTESTED_READING,,,azalag2-bir5-bišeba
|TUG₂.PI.PI|,TUG2.PI.PI,ŋeštugₓ,ATTESTED_DIRECT,OSL,,azalag2-a3-a3
|TUG₂.PI.TE.A.RA|,TUG2.PI.TE.A.RA,azlagₓ,ATTESTED_DIRECT,OSL,,azalag2-a3-de4-'u4-ra
|TUG₂.TAG|,TUG2.TAG,uttu,ATTESTED_DIRECT,OSL,,azalag2-da6
|TUG₂.TE.A.DU|,TUG2.TE.A.DU,azlagₓ,ATTESTED_DIRECT,OSL,,azalag2-de4-'u4-aragub
|TUG₂.UD|,TUG2.UD,ašlag|azalag|azlag,ATTESTED_DIRECT,OSL,,azalag2-a12
|TUK.TUK|,TUK.TUK,duddu|duttu,ATTESTED_DIRECT,OSL,,du12-du12
|TUK×HAL|,TUK×HAL,,NO_ATTESTED_READING,,,du12-buluh
|TUK×UD|,TUK×UD,,NO_ATTESTED_READING,,,du12-a12
|TUM.AŠ₂|,TUM.AŠ2,hašₓ,ATTESTED_DIRECT,OSL,,dam3-as2
|TUM.KAD₃|,TUM.KAD3,haš₂,ATTESTED_DIRECT,OSL,,dam3-gat3
|TUM.U.U.U|,TUM.U.U.U,kibₓ,ATTESTED_DIRECT,OSL,,dam3-ba₃
|TUM.UD|,TUM.UD,egir,ATTESTED_DIRECT,OSL,,dam3-a12
|TUM.ŠU₂|,TUM.ŠU2,egir,ATTESTED_DIRECT,OSL,,dam3-ešša2
|TUM×A|,TUM×A,,NO_ATTESTED_READING,,,dam3-'u4
|TUM×PAP|,TUM×PAP,idigna,ATTESTED_DIRECT,OSL,,dam3-aha3
|TUM×SAL|,TUM×SAL,,NO_ATTESTED_READING,,,dam3-f
|TUM×UD|,TUM×UD,,NO_ATTESTED_READING,,,dam3-a12
|TUR&TUR.ZA&ZA.NA|,TUR&TUR.ZA&ZA.NA,,NO_ATTESTED_READING,,,zazana-aniku
|TUR&TUR.ZA&ZA.TUR&TUR.ZA&ZA|,TUR&TUR.ZA&ZA.TUR&TUR.ZA&ZA,zazanaₓ|zaznaₓ|zeznaₓ|ziznaₓ,ATTESTED_DIRECT,OSL,,zazana-zazana
|TUR&TUR|,TUR&TUR,,NESTED_IN_LONGER_FORM,,TUR&TUR.ZA&ZA; TUR&TUR.ZA&ZA.TUR&TUR.ZA&ZA,ban3-ban3
|TUR.ARAD|,TUR.ARAD,ibila₂,ATTESTED_DIRECT,OSL,,ban3-...ki
|TUR.DIŠ|,TUR.DIŠ,gena|genan|genna|gina|ginan|ginna|hibis|hibiz|ibilaₓ,ATTESTED_DIRECT,OSL,,ban3-anₓ
|TUR.EŠ₂|,TUR.EŠ2,dumu-gi₇|kuŋ₅|kun₅,ATTESTED_DIRECT,OSL,,ban3-ege
|TUR.NE|,TUR.NE,ibilaₓ,ATTESTED_DIRECT,OSL,,ban3-bar7
|TUR.SAG|,TUR.SAG,ibila₃,ATTESTED_DIRECT,OSL,,ban3-dul7
|TUR.SAL.TUR.TUR|,TUR.SAL.TUR.TUR,murumₓ,ATTESTED_DIRECT,OSL,,ban3-f-ban3-ban3
|TUR.TUR.LAL|,TUR.TUR.LAL,didla,ATTESTED_DIRECT,OSL,,ban3-ban3-la2
|TUR.TUR|,TUR.TUR,deₓ-deₓ|di₄-di₄|du₁₃-du₁₃|tilₓ|tur-tur,ATTESTED_DIRECT,OSL,,ban3-ban3
|TUR.UŠ|,TUR.UŠ,ibila|suhušₓ,ATTESTED_DIRECT,OSL,,ban3-geš3
|TUR.ZA|,TUR.ZA,zizna,ATTESTED_DIRECT,OSL,,ban3-sa3
